id_contrato,departamento,entidad,modalidad,valor_contrato,fecha_firma
C-011432,BOGOTA D.C.,Entidad 179,Contratacion directa,"32.235.391,58",2025-02-27
C-011433,CUNDINAMARCA,Entidad 097,Contratacion directa,"54.530.155,40",2025-03-18
C-011434,BOGOTA D.C.,Entidad 104,Contratacion directa,"18.341.769,79",2025-06-27
C-011435,ANTIOQUIA,Entidad 234,Licitacion publica,"10.988.621,19",2025-01-11
C-011436,ANTIOQUIA,Entidad 098,Seleccion abreviada,"32.921.535,80",2025-02-03
C-011437,ATLANTICO,Entidad 257,Seleccion abreviada,"137.582.794,93",2025-09-11
C-011438,CUNDINAMARCA,Entidad 001,Minima cuantia,"17.188.791,86",2025-04-18
C-011439,BOGOTA D.C.,Entidad 086,Contratacion directa,"41.514.723,30",2025-06-01
C-011440,BOGOTA D.C.,Entidad 234,Seleccion abreviada,"111.143.307,82",2025-01-28
C-011441,VALLE DEL CAUCA,Entidad 244,Minima cuantia,"25.553.670,82",2025-01-07
C-011442,SANTANDER,Entidad 096,Seleccion abreviada,"25.209.418,61",2025-07-02
C-011443,BOGOTA D.C.,Entidad 225,Contratacion directa,"154.035.899,62",2025-05-18
C-011444,HUILA,Entidad 093,Seleccion abreviada,"30.051.123,92",2025-08-28
C-011445,ANTIOQUIA,Entidad 045,Seleccion abreviada,"247.995.437,59",2025-11-10
C-011446,BOGOTA D.C.,Entidad 101,Contratacion directa,"10.983.219,89",2025-06-27
C-011447,VALLE DEL CAUCA,Entidad 204,Licitacion publica,"50.778.987,02",2025-02-26
C-011448,VALLE DEL CAUCA,Entidad 325,Licitacion publica,"127.666.979,59",2025-08-22
C-011449,ANTIOQUIA,Entidad 063,Seleccion abreviada,"139.189.331,41",2025-10-18
C-011450,BOGOTA D.C.,Entidad 199,Licitacion publica,"71.229.822,65",2025-07-03
C-011451,ATLANTICO,Entidad 236,Contratacion directa,"10.953.386,17",2025-09-26
C-011452,CUNDINAMARCA,Entidad 035,Minima cuantia,"21.116.426,28",2025-11-08
C-011453,ANTIOQUIA,Entidad 280,Licitacion publica,"18.697.680,60",2025-10-09
C-011454,CAUCA,Entidad 267,Licitacion publica,"38.200.097,55",2025-09-02
C-011455,ANTIOQUIA,Entidad 365,Minima cuantia,"40.183.821,95",2025-01-14
C-011456,BOGOTA D.C.,Entidad 295,Contratacion directa,"64.328.155,77",2025-02-26
C-011457,VALLE DEL CAUCA,Entidad 103,Seleccion abreviada,"239.608.498,73",2025-07-25
C-011458,ATLANTICO,Entidad 378,Seleccion abreviada,"19.464.862,47",2025-08-13
C-011459,BOGOTA D.C.,Entidad 229,Minima cuantia,"7.902.900,22",2025-08-17
C-011460,BOYACA,Entidad 362,Seleccion abreviada,"33.748.248,97",2025-11-07
C-011461,BOGOTA D.C.,Entidad 395,Contratacion directa,"31.929.390,41",2025-05-17
C-011462,VALLE DEL CAUCA,Entidad 301,Contratacion directa,"52.772.396,75",2025-05-12
C-011463,SANTANDER,Entidad 071,Contratacion directa,"34.276.073,25",2025-09-13
C-011464,VALLE DEL CAUCA,Entidad 326,Licitacion publica,"3.562.178,03",2025-12-16
C-011465,ANTIOQUIA,Entidad 184,Licitacion publica,"44.064.174,11",2025-01-18
C-011466,VALLE DEL CAUCA,Entidad 065,Minima cuantia,"5.754.716,40",2025-12-08
C-011467,ANTIOQUIA,Entidad 106,Contratacion directa,"54.338.614,84",2025-11-14
C-011468,SANTANDER,Entidad 369,Seleccion abreviada,"9.302.770,68",2025-05-05
C-011469,TOLIMA,Entidad 200,Seleccion abreviada,"17.637.607,66",2025-08-27
C-011470,BOGOTA D.C.,Entidad 119,Minima cuantia,"20.310.504,24",2025-11-28
C-011471,BOGOTA D.C.,Entidad 080,Seleccion abreviada,"7.260.634,34",2025-10-07
C-011472,SANTANDER,Entidad 349,Seleccion abreviada,"12.298.341,87",2025-03-10
C-011473,TOLIMA,Entidad 245,Licitacion publica,"19.657.748,31",2025-10-06
C-011474,ANTIOQUIA,Entidad 036,Licitacion publica,"133.549.405,52",2025-06-18
C-011475,CUNDINAMARCA,Entidad 050,Contratacion directa,"28.365.530,88",2025-02-19
C-011476,BOGOTA D.C.,Entidad 194,Minima cuantia,"5.027.996,96",2025-12-12
C-011477,BOGOTA D.C.,Entidad 025,Licitacion publica,"112.548.579,58",2025-10-01
C-011478,SANTANDER,Entidad 002,Minima cuantia,"8.990.138,98",2025-03-25
C-011479,VALLE DEL CAUCA,Entidad 309,Seleccion abreviada,"21.760.204,64",2025-08-15
C-011480,ANTIOQUIA,Entidad 344,Minima cuantia,"5.109.708,04",2025-10-13
C-011481,BOGOTA D.C.,Entidad 090,Licitacion publica,"1.407.125,94",2025-01-08
C-011482,CUNDINAMARCA,Entidad 331,Seleccion abreviada,"13.041.952,23",2025-05-23
C-011483,NARINO,Entidad 161,Licitacion publica,"34.923.276,97",2025-09-08
C-011484,BOGOTA D.C.,Entidad 212,Contratacion directa,"63.218.310,50",2025-11-27
C-011485,ANTIOQUIA,Entidad 340,Minima cuantia,"32.417.459,69",2025-01-01
C-011486,BOGOTA D.C.,Entidad 174,Minima cuantia,"92.345.072,29",2025-12-03
C-011487,BOGOTA D.C.,Entidad 244,Contratacion directa,"16.793.984,98",2025-04-15
C-011488,BOGOTA D.C.,Entidad 084,Licitacion publica,"83.323.826,87",2025-09-11
C-011489,ANTIOQUIA,Entidad 153,Minima cuantia,"8.961.098,31",2025-06-09
C-011490,BOGOTA D.C.,Entidad 325,Licitacion publica,"188.680.252,70",2025-08-27
C-011491,ANTIOQUIA,Entidad 123,Contratacion directa,"36.566.250,91",2025-11-05
C-011492,BOGOTA D.C.,Entidad 298,Licitacion publica,"34.904.353,85",2025-07-10
C-011493,ATLANTICO,Entidad 269,Licitacion publica,"17.215.405,53",2025-02-20
C-011494,CALDAS,Entidad 168,Seleccion abreviada,"2.751.062,76",2025-05-13
C-011495,BOLIVAR,Entidad 388,Seleccion abreviada,"20.314.732,59",2025-11-27
C-011496,BOGOTA D.C.,Entidad 041,Seleccion abreviada,"84.703.970,36",2025-04-03
C-011497,AMAZONAS,Entidad 286,Contratacion directa,"13.276.980,07",2025-09-19
C-011498,ANTIOQUIA,Entidad 263,Licitacion publica,"11.264.126,43",2025-11-04
C-011499,CAUCA,Entidad 269,Minima cuantia,"5.674.943,95",2025-01-01
C-011500,ANTIOQUIA,Entidad 286,Seleccion abreviada,"42.313.780,54",2025-09-02
C-011501,BOGOTA D.C.,Entidad 127,Minima cuantia,"235.096.713,37",2025-03-23
C-011502,HUILA,Entidad 385,Minima cuantia,"267.021.990,83",2025-02-26
C-011503,ANTIOQUIA,Entidad 130,Licitacion publica,"9.677.797,53",2025-01-13
C-011504,NARINO,Entidad 209,Contratacion directa,"130.915.830,57",2025-05-10
C-011505,ANTIOQUIA,Entidad 130,Minima cuantia,"16.653.901,10",2025-05-27
C-011506,VALLE DEL CAUCA,Entidad 370,Minima cuantia,"30.179.088,56",2025-08-09
C-011507,VALLE DEL CAUCA,Entidad 030,Seleccion abreviada,"56.498.455,47",2025-07-16
C-011508,BOGOTA D.C.,Entidad 129,Minima cuantia,"139.298.211,97",2025-08-05
C-011509,ANTIOQUIA,Entidad 388,Contratacion directa,"239.356.113,45",2025-04-26
C-011510,BOGOTA D.C.,Entidad 050,Contratacion directa,"48.446.581,65",2025-05-24
C-011511,VALLE DEL CAUCA,Entidad 266,Contratacion directa,"9.808.979,73",2025-05-03
C-011512,BOGOTA D.C.,Entidad 129,Minima cuantia,"65.562.477,29",2025-04-07
C-011513,BOGOTA D.C.,Entidad 023,Licitacion publica,"7.971.920,27",2025-08-13
C-011514,BOGOTA D.C.,Entidad 027,Licitacion publica,"4.909.714,76",2025-10-02
C-011515,RISARALDA,Entidad 036,Contratacion directa,"5.861.039,13",2025-11-17
C-011516,BOLIVAR,Entidad 024,Seleccion abreviada,"19.543.562,07",2025-10-14
C-011517,BOGOTA D.C.,Entidad 400,Seleccion abreviada,"32.541.296,83",2025-12-16
C-011518,CUNDINAMARCA,Entidad 140,Licitacion publica,"22.525.990,16",2025-08-09
C-011519,SANTANDER,Entidad 078,Contratacion directa,"92.040.014,20",2025-08-05
C-011520,VALLE DEL CAUCA,Entidad 170,Licitacion publica,"23.767.685,14",2025-01-11
C-011521,ANTIOQUIA,Entidad 142,Minima cuantia,"47.432.653,55",2025-03-13
C-011522,RISARALDA,Entidad 236,Licitacion publica,"5.523.413,19",2025-04-27
C-011523,ANTIOQUIA,Entidad 210,Minima cuantia,"6.971.059,91",2025-06-02
C-011524,CUNDINAMARCA,Entidad 294,Contratacion directa,"29.595.643,16",2025-08-03
C-011525,QUINDIO,Entidad 054,Minima cuantia,"71.688.998,99",2025-02-14
C-011526,BOLIVAR,Entidad 074,Seleccion abreviada,"106.091.144,18",2025-02-17
C-011527,VALLE DEL CAUCA,Entidad 185,Licitacion publica,"97.012.861,68",2025-07-05
C-011528,HUILA,Entidad 076,Minima cuantia,"78.415.131,17",2025-01-15
C-011529,CUNDINAMARCA,Entidad 296,Contratacion directa,"91.546.565,98",2025-10-17
C-011530,BOLIVAR,Entidad 016,Seleccion abreviada,"51.910.931,10",2025-11-24
C-011531,BOGOTA D.C.,Entidad 144,Contratacion directa,"43.688.824,75",2025-01-20
C-011532,BOGOTA D.C.,Entidad 233,Minima cuantia,"165.093.677,92",2025-06-23
C-011533,CUNDINAMARCA,Entidad 379,Seleccion abreviada,"18.326.068,30",2025-05-05
C-011534,ANTIOQUIA,Entidad 342,Contratacion directa,"28.600.396,67",2025-10-03
C-011535,BOGOTA D.C.,Entidad 368,Licitacion publica,"3.941.287,67",2025-04-17
C-011536,ANTIOQUIA,Entidad 024,Minima cuantia,"13.632.712,04",2025-08-24
C-011537,ANTIOQUIA,Entidad 256,Seleccion abreviada,"66.031.568,86",2025-04-03
C-011538,TOLIMA,Entidad 328,Minima cuantia,"46.039.212,38",2025-06-24
C-011539,NARINO,Entidad 355,Minima cuantia,"53.084.670,76",2025-12-18
C-011540,VALLE DEL CAUCA,Entidad 029,Contratacion directa,"37.008.551,19",2025-05-23
C-011541,SANTANDER,Entidad 142,Contratacion directa,"16.468.609,17",2025-04-07
C-011542,NARINO,Entidad 122,Contratacion directa,"467.448.536,58",2025-01-09
C-011543,CESAR,Entidad 383,Licitacion publica,"81.858.817,92",2025-01-26
C-011544,VALLE DEL CAUCA,Entidad 283,Minima cuantia,"151.231.113,26",2025-10-06
C-011545,BOGOTA D.C.,Entidad 025,Contratacion directa,"145.027.647,43",2025-06-02
C-011546,CUNDINAMARCA,Entidad 218,Minima cuantia,"7.230.048,45",2025-01-12
C-011547,VALLE DEL CAUCA,Entidad 006,Seleccion abreviada,"204.756.768,53",2025-12-18
C-011548,VALLE DEL CAUCA,Entidad 099,Licitacion publica,"110.948.569,59",2025-02-20
C-011549,ANTIOQUIA,Entidad 266,Contratacion directa,"24.246.898,54",2025-11-14
C-011550,CUNDINAMARCA,Entidad 013,Seleccion abreviada,"8.084.939,16",2025-09-05
C-011551,BOGOTA D.C.,Entidad 074,Seleccion abreviada,"10.978.025,73",2025-04-13
C-011552,VAUPES,Entidad 220,Seleccion abreviada,"9.813.255,22",2025-05-20
C-011553,ANTIOQUIA,Entidad 142,Contratacion directa,"12.340.958,73",2025-03-24
C-011554,HUILA,Entidad 313,Contratacion directa,"14.660.469,49",2025-01-23
C-011555,VALLE DEL CAUCA,Entidad 062,Contratacion directa,"62.583.606,55",2025-03-24
C-011556,CUNDINAMARCA,Entidad 291,Minima cuantia,"10.171.864,74",2025-11-05
C-011557,NARINO,Entidad 095,Seleccion abreviada,"22.922.201,95",2025-01-01
C-011558,BOGOTA D.C.,Entidad 033,Contratacion directa,"24.921.905,25",2025-06-06
C-011559,BOGOTA D.C.,Entidad 095,Contratacion directa,"16.162.666,59",2025-08-01
C-011560,ANTIOQUIA,Entidad 397,Minima cuantia,"8.675.662,28",2025-06-11
C-011561,BOGOTA D.C.,Entidad 130,Seleccion abreviada,"37.840.122,78",2025-01-27
C-011562,ANTIOQUIA,Entidad 233,Contratacion directa,"33.739.484,99",2025-09-20
C-011563,RISARALDA,Entidad 228,Minima cuantia,"67.815.316,19",2025-08-16
C-011564,ANTIOQUIA,Entidad 279,Licitacion publica,"358.094.212,45",2025-09-28
C-011565,ATLANTICO,Entidad 108,Contratacion directa,"23.380.491,26",2025-04-17
C-011566,VALLE DEL CAUCA,Entidad 038,Licitacion publica,"105.240.913,30",2025-03-15
C-011567,BOGOTA D.C.,Entidad 326,Licitacion publica,"46.162.312,79",2025-11-20
C-011568,BOGOTA D.C.,Entidad 377,Seleccion abreviada,"15.240.336,42",2025-09-10
C-011569,CUNDINAMARCA,Entidad 004,Contratacion directa,"20.737.348,38",2025-10-09
C-011570,ANTIOQUIA,Entidad 190,Licitacion publica,"11.042.907,55",2025-04-22
C-011571,QUINDIO,Entidad 078,Contratacion directa,"10.092.883,52",2025-05-08
C-011572,BOGOTA D.C.,Entidad 076,Seleccion abreviada,"31.153.075,26",2025-12-07
C-011573,SANTANDER,Entidad 282,Licitacion publica,"21.554.410,22",2025-02-24
C-011574,VALLE DEL CAUCA,Entidad 343,Licitacion publica,"153.662.038,15",2025-01-17
C-011575,ATLANTICO,Entidad 337,Seleccion abreviada,"60.946.402,39",2025-01-24
C-011576,ANTIOQUIA,Entidad 283,Minima cuantia,"85.310.741,57",2025-08-14
C-011577,ANTIOQUIA,Entidad 318,Minima cuantia,"83.212.542,93",2025-11-06
C-011578,ATLANTICO,Entidad 371,Minima cuantia,"74.540.520,67",2025-09-13
C-011579,BOGOTA D.C.,Entidad 325,Contratacion directa,"282.826.709,42",2025-02-24
C-011580,BOGOTA D.C.,Entidad 235,Contratacion directa,"126.440.984,14",2025-12-18
C-011581,BOGOTA D.C.,Entidad 340,Seleccion abreviada,"6.941.131,29",2025-11-05
C-011582,ATLANTICO,Entidad 162,Licitacion publica,"115.483.340,13",2025-09-02
C-011583,ANTIOQUIA,Entidad 349,Seleccion abreviada,"41.938.925,86",2025-07-21
C-011584,CUNDINAMARCA,Entidad 118,Minima cuantia,"74.221.733,24",2025-06-19
C-011585,BOGOTA D.C.,Entidad 238,Contratacion directa,"73.439.490,14",2025-07-10
C-011586,BOGOTA D.C.,Entidad 303,Contratacion directa,"15.629.775,56",2025-08-23
C-011587,BOGOTA D.C.,Entidad 399,Licitacion publica,"58.036.419,35",2025-07-21
C-011588,CALDAS,Entidad 222,Contratacion directa,"129.050.943,64",2025-02-20
C-011589,SANTANDER,Entidad 137,Seleccion abreviada,"61.505.953,64",2025-07-21
C-011590,BOGOTA D.C.,Entidad 153,Licitacion publica,"11.383.781,00",2025-12-18
C-011591,BOGOTA D.C.,Entidad 273,Minima cuantia,"4.612.078,00",2025-05-08
C-011592,BOGOTA D.C.,Entidad 203,Licitacion publica,"11.163.397,85",2025-02-01
C-011593,VALLE DEL CAUCA,Entidad 129,Seleccion abreviada,"33.929.205,48",2025-10-13
C-011594,HUILA,Entidad 270,Licitacion publica,"250.760.393,82",2025-08-18
C-011595,SANTANDER,Entidad 346,Contratacion directa,"20.694.973,92",2025-07-26
C-011596,BOGOTA D.C.,Entidad 048,Seleccion abreviada,"14.912.471,94",2025-10-15
C-011597,TOLIMA,Entidad 277,Licitacion publica,"32.467.458,94",2025-04-04
C-011598,CALDAS,Entidad 321,Contratacion directa,"14.138.688,60",2025-03-01
C-011599,VALLE DEL CAUCA,Entidad 264,Contratacion directa,"39.264.875,89",2025-06-17
C-011600,ANTIOQUIA,Entidad 143,Seleccion abreviada,"16.490.754,34",2025-07-23
C-011601,ANTIOQUIA,Entidad 354,Contratacion directa,"10.812.644,20",2025-07-07
C-011602,BOGOTA D.C.,Entidad 329,Contratacion directa,"80.289.562,52",2025-06-21
C-011603,ANTIOQUIA,Entidad 172,Seleccion abreviada,"12.815.165,86",2025-09-25
C-011604,BOGOTA D.C.,Entidad 159,Contratacion directa,"10.281.120,57",2025-01-15
C-011605,ANTIOQUIA,Entidad 134,Licitacion publica,"53.613.801,51",2025-06-01
C-011606,CUNDINAMARCA,Entidad 110,Licitacion publica,"9.922.117,80",2025-01-12
C-011607,BOGOTA D.C.,Entidad 237,Licitacion publica,"25.341.259,71",2025-01-22
C-011608,CUNDINAMARCA,Entidad 121,Licitacion publica,"28.814.489,52",2025-01-23
C-011609,VAUPES,Entidad 039,Licitacion publica,"1.620.570,07",2025-12-22
C-011610,CUNDINAMARCA,Entidad 309,Seleccion abreviada,"12.231.628,13",2025-11-05
C-011611,BOGOTA D.C.,Entidad 046,Contratacion directa,"39.068.871,50",2025-10-27
C-011612,SANTANDER,Entidad 144,Seleccion abreviada,"12.225.619,90",2025-12-06
C-011613,BOLIVAR,Entidad 268,Contratacion directa,"7.899.297,28",2025-10-19
C-011614,BOGOTA D.C.,Entidad 037,Minima cuantia,"115.935.359,30",2025-04-21
C-011615,BOGOTA D.C.,Entidad 150,Seleccion abreviada,"6.051.342,58",2025-11-27
C-011616,BOGOTA D.C.,Entidad 379,Licitacion publica,"8.437.294,15",2025-04-08
C-011617,VALLE DEL CAUCA,Entidad 026,Licitacion publica,"65.086.362,63",2025-07-27
C-011618,ANTIOQUIA,Entidad 227,Seleccion abreviada,"3.962.816,59",2025-01-04
C-011619,BOGOTA D.C.,Entidad 296,Contratacion directa,"10.598.643,31",2025-06-18
C-011620,CUNDINAMARCA,Entidad 319,Seleccion abreviada,"17.136.826,96",2025-08-27
C-011621,BOGOTA D.C.,Entidad 096,Contratacion directa,"19.834.147,46",2025-10-17
C-011622,BOGOTA D.C.,Entidad 047,Licitacion publica,"37.130.694,46",2025-08-16
C-011623,VALLE DEL CAUCA,Entidad 194,Contratacion directa,"63.697.006,61",2025-07-08
C-011624,BOGOTA D.C.,Entidad 106,Seleccion abreviada,"137.447.061,89",2025-04-04
C-011625,BOLIVAR,Entidad 350,Licitacion publica,"36.014.219,86",2025-06-13
C-011626,BOYACA,Entidad 338,Seleccion abreviada,"13.688.754,81",2025-01-21
C-011627,HUILA,Entidad 291,Licitacion publica,"44.513.398,44",2025-04-06
C-011628,HUILA,Entidad 220,Seleccion abreviada,"4.190.432,14",2025-02-19
C-011629,BOGOTA D.C.,Entidad 252,Contratacion directa,"30.137.531,35",2025-10-01
C-011630,VALLE DEL CAUCA,Entidad 032,Minima cuantia,"51.803.326,57",2025-04-21
C-011631,ATLANTICO,Entidad 237,Minima cuantia,"11.029.479,74",2025-07-15
C-011632,BOGOTA D.C.,Entidad 309,Minima cuantia,"18.424.513,14",2025-09-28
C-011633,ANTIOQUIA,Entidad 154,Minima cuantia,"15.724.030,44",2025-01-22
C-011634,SANTANDER,Entidad 198,Seleccion abreviada,"23.479.560,02",2025-12-08
C-011635,BOGOTA D.C.,Entidad 022,Seleccion abreviada,"249.766.758,67",2025-09-22
C-011636,VALLE DEL CAUCA,Entidad 369,Minima cuantia,"31.292.082,48",2025-10-23
C-011637,BOGOTA D.C.,Entidad 326,Contratacion directa,"15.371.134,79",2025-04-01
C-011638,VALLE DEL CAUCA,Entidad 142,Seleccion abreviada,"5.243.110,19",2025-09-07
C-011639,BOGOTA D.C.,Entidad 372,Minima cuantia,"4.245.230,01",2025-04-14
C-011640,SANTANDER,Entidad 082,Contratacion directa,"12.013.364,21",2025-04-07
C-011641,CUNDINAMARCA,Entidad 095,Minima cuantia,"49.325.515,35",2025-07-19
C-011642,ANTIOQUIA,Entidad 161,Seleccion abreviada,"40.463.180,76",2025-08-24
C-011643,ANTIOQUIA,Entidad 365,Minima cuantia,"2.959.356,18",2025-05-18
C-011644,CUNDINAMARCA,Entidad 327,Minima cuantia,"69.067.303,75",2025-06-12
C-011645,ANTIOQUIA,Entidad 148,Contratacion directa,"73.512.679,40",2025-05-27
C-011646,ATLANTICO,Entidad 191,Minima cuantia,"6.208.318,79",2025-01-22
C-011647,BOGOTA D.C.,Entidad 395,Licitacion publica,"121.831.989,39",2025-07-24
C-011648,VALLE DEL CAUCA,Entidad 316,Seleccion abreviada,"21.137.364,31",2025-04-23
C-011649,ANTIOQUIA,Entidad 230,Licitacion publica,"17.169.657,93",2025-02-13
C-011650,BOGOTA D.C.,Entidad 277,Seleccion abreviada,"11.141.347,88",2025-07-05
C-011651,TOLIMA,Entidad 001,Licitacion publica,"24.552.236,27",2025-04-11
C-011652,ANTIOQUIA,Entidad 090,Seleccion abreviada,"23.676.706,19",2025-12-24
C-011653,NARINO,Entidad 005,Minima cuantia,"125.089.983,73",2025-09-08
C-011654,CUNDINAMARCA,Entidad 299,Seleccion abreviada,"263.546.054,20",2025-09-09
C-011655,VALLE DEL CAUCA,Entidad 370,Contratacion directa,"8.420.760,26",2025-08-07
C-011656,VALLE DEL CAUCA,Entidad 102,Licitacion publica,"9.193.691,84",2025-11-24
C-011657,ANTIOQUIA,Entidad 371,Contratacion directa,"19.214.539,92",2025-04-28
C-011658,ANTIOQUIA,Entidad 221,Minima cuantia,"34.215.545,41",2025-02-19
C-011659,BOGOTA D.C.,Entidad 287,Minima cuantia,"8.430.413,96",2025-11-12
C-011660,NARINO,Entidad 248,Minima cuantia,"14.944.508,22",2025-09-03
C-011661,BOGOTA D.C.,Entidad 053,Licitacion publica,"22.741.755,29",2025-02-12
C-011662,BOGOTA D.C.,Entidad 151,Seleccion abreviada,"6.038.226,32",2025-03-07
C-011663,BOGOTA D.C.,Entidad 218,Minima cuantia,"63.727.344,28",2025-07-05
C-011664,BOGOTA D.C.,Entidad 188,Licitacion publica,"15.776.767,15",2025-06-11
C-011665,CUNDINAMARCA,Entidad 305,Seleccion abreviada,"36.737.094,92",2025-01-17
C-011666,ATLANTICO,Entidad 016,Seleccion abreviada,"63.423.987,86",2025-12-05
C-011667,BOGOTA D.C.,Entidad 091,Contratacion directa,"8.289.541,57",2025-04-05
C-011668,BOGOTA D.C.,Entidad 333,Minima cuantia,"91.447.602,81",2025-01-11
C-011669,BOGOTA D.C.,Entidad 327,Contratacion directa,"12.278.542,44",2025-10-06
C-011670,ATLANTICO,Entidad 303,Licitacion publica,"32.364.728,49",2025-10-23
C-011671,ANTIOQUIA,Entidad 249,Licitacion publica,"55.879.804,22",2025-03-20
C-011672,VALLE DEL CAUCA,Entidad 113,Seleccion abreviada,"26.141.692,34",2025-02-21
C-011673,BOGOTA D.C.,Entidad 103,Seleccion abreviada,"5.488.769,74",2025-08-10
C-011674,NARINO,Entidad 365,Minima cuantia,"109.998.339,91",2025-06-18
C-011675,BOGOTA D.C.,Entidad 331,Contratacion directa,"35.889.677,76",2025-12-22
C-011676,CUNDINAMARCA,Entidad 196,Minima cuantia,"23.902.810,03",2025-01-15
C-011677,CALDAS,Entidad 366,Licitacion publica,"63.183.249,84",2025-11-01
C-011678,CUNDINAMARCA,Entidad 241,Seleccion abreviada,"8.777.044,13",2025-04-01
C-011679,ANTIOQUIA,Entidad 211,Minima cuantia,"169.419.157,96",2025-08-10
C-011680,BOGOTA D.C.,Entidad 082,Minima cuantia,"179.604.692,69",2025-10-08
C-011681,CUNDINAMARCA,Entidad 123,Seleccion abreviada,"27.405.244,07",2025-09-20
C-011682,ANTIOQUIA,Entidad 199,Contratacion directa,"45.460.596,46",2025-06-16
C-011683,ANTIOQUIA,Entidad 344,Minima cuantia,"23.878.573,64",2025-08-10
C-011684,SANTANDER,Entidad 107,Seleccion abreviada,"5.134.395,54",2025-09-28
C-011685,BOGOTA D.C.,Entidad 325,Licitacion publica,"5.603.098,23",2025-06-07
C-011686,BOGOTA D.C.,Entidad 058,Seleccion abreviada,"16.871.556,91",2025-09-01
C-011687,BOGOTA D.C.,Entidad 077,Seleccion abreviada,"12.877.542,88",2025-12-18
C-011688,CALDAS,Entidad 153,Licitacion publica,"22.992.324,97",2025-08-16
C-011689,CALDAS,Entidad 151,Contratacion directa,"185.096.215,68",2025-05-14
C-011690,BOLIVAR,Entidad 314,Licitacion publica,"17.078.571,65",2025-06-16
C-011691,BOGOTA D.C.,Entidad 316,Minima cuantia,"26.289.243,58",2025-06-05
C-011692,SANTANDER,Entidad 024,Contratacion directa,"14.961.349,00",2025-07-11
C-011693,CUNDINAMARCA,Entidad 106,Minima cuantia,"53.338.546,50",2025-12-05
C-011694,NARINO,Entidad 040,Contratacion directa,"19.650.117,33",2025-07-05
C-011695,CESAR,Entidad 252,Minima cuantia,"6.484.670,25",2025-11-11
C-011696,ANTIOQUIA,Entidad 192,Minima cuantia,"6.635.245,75",2025-07-05
C-011697,BOGOTA D.C.,Entidad 263,Minima cuantia,"15.769.924,24",2025-02-21
C-011698,ANTIOQUIA,Entidad 302,Contratacion directa,"7.714.390,31",2025-08-24
C-011699,BOGOTA D.C.,Entidad 356,Seleccion abreviada,"96.160.291,67",2025-09-05
C-011700,ANTIOQUIA,Entidad 028,Seleccion abreviada,"37.286.514,20",2025-02-02
C-011701,ANTIOQUIA,Entidad 088,Contratacion directa,"31.301.291,03",2025-02-02
C-011702,HUILA,Entidad 124,Seleccion abreviada,"25.576.350,23",2025-02-08
C-011703,ANTIOQUIA,Entidad 321,Licitacion publica,"68.313.337,79",2025-07-14
C-011704,BOLIVAR,Entidad 317,Contratacion directa,"208.391.109,68",2025-07-14
C-011705,ANTIOQUIA,Entidad 121,Contratacion directa,"11.534.779,86",2025-05-17
C-011706,TOLIMA,Entidad 020,Licitacion publica,"69.301.827,15",2025-08-24
C-011707,BOGOTA D.C.,Entidad 089,Minima cuantia,"25.484.760,03",2025-03-05
C-011708,ATLANTICO,Entidad 367,Minima cuantia,"18.314.505,77",2025-12-02
C-011709,TOLIMA,Entidad 152,Minima cuantia,"83.208.985,79",2025-10-23
C-011710,BOGOTA D.C.,Entidad 023,Licitacion publica,"419.485.704,08",2025-08-01
C-011711,VALLE DEL CAUCA,Entidad 331,Licitacion publica,"15.222.095,96",2025-01-02
C-011712,BOGOTA D.C.,Entidad 050,Licitacion publica,"46.678.266,38",2025-07-18
C-011713,ANTIOQUIA,Entidad 132,Seleccion abreviada,"12.749.242,17",2025-12-28
C-011714,QUINDIO,Entidad 302,Licitacion publica,"121.080.264,87",2025-05-09
C-011715,ATLANTICO,Entidad 016,Contratacion directa,"11.559.033,56",2025-01-17
C-011716,ANTIOQUIA,Entidad 399,Contratacion directa,"68.147.830,61",2025-10-28
C-011717,BOGOTA D.C.,Entidad 042,Contratacion directa,"24.631.814,73",2025-06-04
C-011718,ANTIOQUIA,Entidad 008,Contratacion directa,"19.161.679,16",2025-01-12
C-011719,ANTIOQUIA,Entidad 131,Contratacion directa,"21.047.467,35",2025-10-11
C-011720,BOGOTA D.C.,Entidad 030,Seleccion abreviada,"34.408.042,81",2025-03-26
C-011721,HUILA,Entidad 035,Seleccion abreviada,"13.199.084,86",2025-10-12
C-011722,VALLE DEL CAUCA,Entidad 042,Seleccion abreviada,"15.619.202,02",2025-12-24
C-011723,CAUCA,Entidad 338,Licitacion publica,"5.904.927,68",2025-11-04
C-011724,BOGOTA D.C.,Entidad 292,Seleccion abreviada,"14.897.261,85",2025-07-12
C-011725,BOLIVAR,Entidad 227,Contratacion directa,"9.059.863,70",2025-05-02
C-011726,BOGOTA D.C.,Entidad 134,Licitacion publica,"49.229.421,37",2025-04-18
C-011727,BOGOTA D.C.,Entidad 066,Seleccion abreviada,"17.398.390,45",2025-09-23
C-011728,TOLIMA,Entidad 288,Contratacion directa,"17.739.290,61",2025-09-19
C-011729,CUNDINAMARCA,Entidad 187,Minima cuantia,"235.204.256,73",2025-01-19
C-011730,CALDAS,Entidad 273,Seleccion abreviada,"73.447.084,50",2025-11-07
C-011731,CALDAS,Entidad 269,Contratacion directa,"21.501.110,68",2025-09-13
C-011732,ATLANTICO,Entidad 297,Licitacion publica,"6.825.934,90",2025-02-22
